filename,width,height,class,xmin,ymin,xmax,ymax
Tomato_Fresh4775_jpg.rf.c148dc6170b92a5fdfad3867962b9712.jpg,193,188,TomatoFresh,5,33,185,175
Tomato_Fresh3635_jpg.rf.c2cbf19f3e65db1ca9ff956030b0fdfb.jpg,177,199,TomatoFresh,4,9,167,189
Tomato_Fresh5609_jpg.rf.cc3cc6dcf7dd90c24cdfacd8895b091f.jpg,193,169,TomatoFresh,17,13,170,158
Tomato_Fresh5752_jpg.rf.c34265485608f91899a7df60d208fb16.jpg,193,193,TomatoFresh,14,43,176,180
Tomato_Fresh4667_jpg.rf.bf14b33bb594e1e52fa0c9d9b2eba47e.jpg,193,185,TomatoFresh,25,19,180,174
Tomato_Fresh4623_jpg.rf.d827910be8db178d1adbac27d953f8f1.jpg,193,176,TomatoFresh,3,7,182,171
Tomato_Fresh2765_jpg.rf.c71dea59e1cbcfcd200dd880c0fe23e5.jpg,193,182,TomatoFresh,9,20,183,167
Tomato_Fresh5773_jpg.rf.c2d6fb70c604d355777068717ad21451.jpg,193,169,TomatoFresh,32,29,167,150
Tomato_Fresh2744_jpg.rf.d847dc2863501e09e1a63c1d4503eb24.jpg,193,193,TomatoFresh,17,21,183,176
Tomato_Fresh2813_jpg.rf.d566b0f1677a57c85e8c7f125b588a25.jpg,193,188,TomatoFresh,13,15,170,180
Tomato_Fresh4634_jpg.rf.d747ac8d6366f71f7b37129015220b95.jpg,193,163,TomatoFresh,21,17,175,160
Tomato_Fresh4805_jpg.rf.dad382e46ad1559eaa00994f0db4a6ed.jpg,193,144,TomatoFresh,41,20,151,133
Tomato_Fresh4756_jpg.rf.ddb5f057b3ee6f466a40efdae370d17f.jpg,193,292,TomatoFresh,24,73,193,249
Tomato_Fresh4647_jpg.rf.e16c4650f7202249a0d0d5a4d5d6b5f0.jpg,193,257,TomatoFresh,2,61,193,257
Tomato_Fresh2632_jpg.rf.e0cc4718e3496958b3776b062c4508b0.jpg,144,175,TomatoFresh,3,7,141,158
Tomato_Fresh2714_jpg.rf.becc183fa6af5d89ba88cc0679ee289f.jpg,190,205,TomatoFresh,8,16,163,184
Tomato_Fresh3622_jpg.rf.dc979e7c66d067251d918cebf4c82b2d.jpg,167,167,TomatoFresh,9,9,162,152
Tomato_Fresh3712_jpg.rf.d7608f960599d1006670f43dd3ee35e5.jpg,193,139,TomatoFresh,0,4,152,135
Tomato_Fresh5787_jpg.rf.dbba6407d62618fb206d526969e38046.jpg,193,134,TomatoFresh,41,25,152,114
Tomato_Fresh3624_jpg.rf.e2441379ea9bb7be2a8e75588583f1a4.jpg,193,139,TomatoFresh,20,2,176,137
Tomato_Fresh3631_jpg.rf.e152dc5197fe8ebc05034616acd300af.jpg,193,193,TomatoFresh,16,12,181,179
Tomato_Fresh4827_jpg.rf.dee081d55ac4968b17e5956879ae576c.jpg,193,191,TomatoFresh,4,20,176,183
Tomato_Fresh2703_jpg.rf.db62a5458a2db30cecdcd7b614b1abc4.jpg,152,148,TomatoFresh,22,11,136,131
Tomato_Fresh5818_jpg.rf.e3ae197226381a06f699f6fddb40d676.jpg,193,142,TomatoFresh,41,19,151,130
Tomato_Fresh4814_jpg.rf.e30876d843d3ec05a8c92932113b73c7.jpg,193,193,TomatoFresh,15,24,175,183
Tomato_Fresh4632_jpg.rf.e3e36386e12bf8e1ddeea061c2f9b098.jpg,193,193,TomatoFresh,11,10,185,180
Tomato_Fresh2757_jpg.rf.e528e761cf72c383b3efd25072eedccf.jpg,193,206,TomatoFresh,23,17,171,178
Tomato_Fresh4613_jpg.rf.dc4b540a87e77b9eec5edd637c8c8d1a.jpg,193,289,TomatoFresh,9,29,169,251
Tomato_Fresh3646_jpg.rf.e34cef47e5ff99bf409c1a9f3a450572.jpg,193,212,TomatoFresh,3,12,188,199
Tomato_Fresh4681_jpg.rf.dcd0c25ca91d19e8865b6ef22084f5ae.jpg,193,128,TomatoFresh,21,9,170,126
Tomato_Fresh3741_jpg.rf.e48ed36667308c79aad1f49f856be539.jpg,193,170,TomatoFresh,15,7,187,161
Tomato_Fresh2708_jpg.rf.def4dd1557cfd6e009d749064b76fade.jpg,193,178,TomatoFresh,6,8,177,148
Tomato_Fresh4796_jpg.rf.e55d54542bc490951426a30c46424b21.jpg,193,193,TomatoFresh,5,17,187,171
Tomato_Fresh5709_jpg.rf.de86e1f083a64f815720d9f0a881d5d4.jpg,193,193,TomatoFresh,26,44,171,168
Tomato_Fresh5670_jpg.rf.dc55dbe332d685c4d8d231b7eb7a258e.jpg,193,200,TomatoFresh,26,27,172,153
Tomato_Fresh2729_jpg.rf.eab1d789c416a6fe3db75f0975103075.jpg,193,193,TomatoFresh,11,7,182,180
Tomato_Fresh2831_jpg.rf.e770109f09818d65995b4c1980ca7590.jpg,193,193,TomatoFresh,3,28,171,193
Tomato_Fresh5649_jpg.rf.e11a02bc7f3ac230b5f747029fe55529.jpg,193,193,TomatoFresh,22,20,173,147
Tomato_Fresh2673_jpg.rf.e95ebd9579832f854a5254f43781f229.jpg,171,134,TomatoFresh,2,5,126,109
Tomato_Fresh2767_jpg.rf.e8fc192c9aae527274901854f36da7b9.jpg,193,201,TomatoFresh,22,18,174,178
Tomato_Fresh3714_jpg.rf.ebd674db7e0f4e4b6e6b929b401a582b.jpg,193,197,TomatoFresh,21,34,184,184
Tomato_Fresh5840_jpg.rf.ebd8d1e16b1ef6fc465b73819b60353e.jpg,193,257,TomatoFresh,0,30,193,231
Tomato_Fresh5620_jpg.rf.e57473d7629f097cb910efabcec618da.jpg,150,150,TomatoFresh,6,11,150,141
Tomato_Fresh26091-31-_jpg.rf.e8ee9b4fc56fda5dbdcd77ffc4bd25bd.jpg,193,193,TomatoFresh,0,0,180,178
Tomato_Fresh5837_jpg.rf.e338fedaad3bbfd6ee695b05ba9ef5fe.jpg,193,144,TomatoFresh,41,21,158,127
Tomato_Fresh5758_jpg.rf.ec0036e7b8c5db90dfdab4e88c55f326.jpg,193,193,TomatoFresh,20,30,179,173
Tomato_Fresh5733_jpg.rf.eae7075d21f6c26f6ef26b53aac09f10.jpg,193,118,TomatoFresh,28,21,157,114
Tomato_Fresh2748_jpg.rf.edea062063ecfa59e8b78408a18b34e7.jpg,193,206,TomatoFresh,23,23,186,184
Tomato_Fresh5607_jpg.rf.ebc1c22bce3f165aaecb78235c5b9ff8.jpg,154,146,TomatoFresh,8,19,144,136
Tomato_Fresh2606_jpg.rf.edc7a88aa18e5c01bb1c0021f993ec5c.jpg,193,193,TomatoFresh,14,11,182,181
Tomato_Fresh4837_jpg.rf.ee96433722a5174e9fd7904d8047d0bd.jpg,193,193,TomatoFresh,21,47,158,166
Tomato_Fresh4724_jpg.rf.e7981036f5fc232efaa375a23318f0a8.jpg,193,144,TomatoFresh,17,16,162,135
Tomato_Fresh4737_jpg.rf.f174d75866c8cf531c2986129f4a0ca9.jpg,193,176,TomatoFresh,15,12,174,168
Tomato_Fresh5805_jpg.rf.ed30e2c6242dc1092d7607ddc92d639d.jpg,193,124,TomatoFresh,25,25,128,113
Tomato_Fresh2617_jpg.rf.ee75a96c07cc16e2f20c4346add527fa.jpg,193,188,TomatoFresh,17,10,185,179
Tomato_Fresh2607_jpg.rf.f00b7ee62d4fbf1468a905d1366eea2e.jpg,193,193,TomatoFresh,25,18,175,161
Tomato_Fresh3688_jpg.rf.ee28b69ec8ad68da4f85daee4afaa85e.jpg,193,167,TomatoFresh,19,13,178,159
Tomato_Fresh26091-40-_jpg.rf.f157a78f07a8cd5bcf0d2bcfa07a52d7.jpg,193,148,TomatoFresh,2,1,162,136
Tomato_Fresh3767_jpg.rf.edcc0cfad6e2392fb10a8dcd8ba41254.jpg,193,193,TomatoFresh,16,12,170,185
Tomato_Fresh5777_jpg.rf.ee88e635e62045d54e57645408f398bf.jpg,193,139,TomatoFresh,35,18,157,136
Tomato_Fresh26091-16-_jpg.rf.ed1b88240897b0075e538aba8b320706.jpg,193,171,TomatoFresh,10,2,180,167
Tomato_Fresh2711_jpg.rf.f0e6ffe2f232e569778d6e64e69af0f4.jpg,193,169,TomatoFresh,33,5,172,161
Tomato_Fresh3730_jpg.rf.f1b4d55a4725e22ce9981b84fa20a218.jpg,193,170,TomatoFresh,14,6,187,161
Tomato_Fresh2719_jpg.rf.f36d1e3f8a72e8334c61f15d3f5494d5.jpg,193,201,TomatoFresh,17,23,169,176
Tomato_Fresh5631_jpg.rf.ee65fea1eeccb22683cdef38a4c27336.jpg,193,159,TomatoFresh,34,11,170,148
Tomato_Fresh2710_jpg.rf.e83f01649f88d5ddeb638da0913c69aa.jpg,159,159,TomatoFresh,14,6,151,150
Tomato_Fresh5650_jpg.rf.f5731b6f141c658ce2dd16b4ec0d05f5.jpg,193,289,TomatoFresh,9,52,184,223
Tomato_Fresh3757_jpg.rf.f650309e3cd888c4bf2aa81b15a5d0b6.jpg,193,189,TomatoFresh,19,15,173,169
Tomato_Fresh5586_jpg.rf.f39379125f526d9b2cfcbc6fbe3cd775.jpg,400,400,TomatoFresh,25,23,374,371
Tomato_Fresh26091-3-_jpg.rf.fc9d353c0574310d3e235446cefb3a5d.jpg,193,193,TomatoFresh,12,1,178,181
Tomato_Fresh5822_jpg.rf.f662e9d833fc7fdb8aa2465d25527431.jpg,193,128,TomatoFresh,40,19,141,114
Tomato_Fresh26091-30-_jpg.rf.f5d5c72a36e723eee058ccb87dcbb690.jpg,193,193,TomatoFresh,16,7,189,188
Tomato_Fresh3640_jpg.rf.fbc5e821a5f57129f7225758927e36e2.jpg,193,171,TomatoFresh,17,5,178,142
Tomato_Fresh5633_jpg.rf.f270486b2193bb167870ccf0a8486fb7.jpg,193,144,TomatoFresh,27,15,173,138
Tomato_Fresh4838_jpg.rf.f64626a183d0ae23237700906b18d6ec.jpg,193,194,TomatoFresh,21,28,174,178
Tomato_Fresh2776_jpg.rf.fe35dec7eafaa2366e2b0b6476f7d884.jpg,193,193,TomatoFresh,10,17,178,165
Tomato_Fresh2788_jpg.rf.f8f4d5c716629429c8a6b10b503adf07.jpg,193,193,TomatoFresh,18,9,173,170
Tomato_Fresh5668_jpg.rf.f3bca99d7d8d9e6f117f75b435edbbb9.jpg,193,154,TomatoFresh,25,31,144,135
Tomato_Fresh3768_jpg.rf.f5951d98fce233fef71268f06365f6a0.jpg,193,193,TomatoFresh,3,7,188,181
Tomato_Fresh5750_jpg.rf.ff52279ba3d60524fd97d1e69a65cdc8.jpg,193,110,TomatoFresh,39,10,148,104
Tomato_Fresh26091-34-_jpg.rf.f2f1a716fae3d88770685fd087b1e3f0.jpg,193,160,TomatoFresh,2,0,193,160
Tomato_Fresh4829_jpg.rf.e67f09d637b6a11a42ff9fe6bff51057.jpg,193,210,TomatoFresh,17,35,184,190
Tomato_Fresh2695_jpg.rf.f69223fc0fdee38964326559291e16dc.jpg,150,150,TomatoFresh,7,5,136,141
Tomato_Fresh3614_jpg.rf.f8cd0691623ac3a46c0253ce75fe5f8b.jpg,193,181,TomatoFresh,20,3,174,166
Tomato_Fresh26091-19-_jpg.rf.fc6a7524e4f2e729aa6913a2f690a796.jpg,193,190,TomatoFresh,24,3,191,181
Tomato_Fresh5757_jpg.rf.fe46a0defe07b20eb4276a9bd45e511f.jpg,193,193,TomatoFresh,8,40,178,186
Tomato_Fresh2640_jpg.rf.ffa112946e82c892a03c5bdb0ff48df1.jpg,193,193,TomatoFresh,8,9,183,180
Tomato_Fresh2779_jpg.rf.03ebaab4748cc130500f32ba1c67b88b.jpg,193,213,TomatoFresh,1,26,193,210
Tomato_Fresh5797_jpg.rf.02eef15fca20e2e9eebf8f3199ac1580.jpg,193,193,TomatoFresh,15,34,175,166
Tomato_Fresh5789_jpg.rf.046a56bf2ba02cace1089c104b5f6b5f.jpg,193,193,TomatoFresh,25,53,155,176
Tomato_Fresh5809_jpg.rf.0290d3b1acedb69cc5defba65e361726.jpg,193,196,TomatoFresh,29,48,157,171
Tomato_Fresh4777_jpg.rf.00fa3a2b2a8f1e0cd2b2d40ffea61ac9.jpg,193,193,TomatoFresh,26,31,177,181
Tomato_Fresh4749_jpg.rf.041137f462b6b080e921a2fc3b597985.jpg,193,193,TomatoFresh,11,15,174,167
Tomato_Fresh3663_jpg.rf.053602a12df183455fbbc80d32a89bbb.jpg,193,206,TomatoFresh,3,24,193,197
Tomato_Fresh5682_jpg.rf.04c4a0fa3155ab0af07d64a32eebced8.jpg,193,134,TomatoFresh,45,30,150,115
Tomato_Fresh3679_jpg.rf.04306a8db4103176551b19b1f67c1575.jpg,193,193,TomatoFresh,13,18,171,170
Tomato_Fresh4771_jpg.rf.07cf179c9087a21808402f8df5028b2a.jpg,156,156,TomatoFresh,0,7,156,152
Tomato_Fresh3719_jpg.rf.091c59053ba793e8c346c1df29d70ec1.jpg,193,192,TomatoFresh,3,15,192,186
Tomato_Fresh5740_jpg.rf.067fb758c1819567a7fd7615b0bdf7d6.jpg,193,193,TomatoFresh,13,31,174,184
Tomato_Fresh3683_jpg.rf.05ab20194bc2d3234c3611a6a275f07c.jpg,193,181,TomatoFresh,23,20,178,156
Tomato_Fresh3728_jpg.rf.04dadf9fb12ada1210574eff73b6d795.jpg,193,210,TomatoFresh,7,18,188,201
Tomato_Fresh5656_jpg.rf.0bd108cc289eedcdb5fcbbf6c0061510.jpg,193,193,TomatoFresh,10,39,187,184
Tomato_Fresh3654_jpg.rf.012370ec9b4bcd27430b48b0c7ec0b15.jpg,193,200,TomatoFresh,1,18,192,197
Tomato_Fresh4735_jpg.rf.042c36c03107c780f3ee5a160b9eaf12.jpg,193,258,TomatoFresh,3,14,193,245
Tomato_Fresh3638_jpg.rf.09c32e437ea7e40beb9dbdaba66c95d0.jpg,193,170,TomatoFresh,22,10,175,156
Tomato_Fresh3680_jpg.rf.0bfd988db0f8ce6030df73b3bc3dd569.jpg,177,176,TomatoFresh,20,4,156,155
Tomato_Fresh2630_jpg.rf.0cbead8f1cdcae8600bc6482314f15a1.jpg,193,193,TomatoFresh,7,2,185,181
Tomato_Fresh5686_jpg.rf.09ad48ce1e4d30fa8a7fba8b970c3301.jpg,193,183,TomatoFresh,17,20,171,165
Tomato_Fresh2720_jpg.rf.0bb0a7ae4cba09c77eccda6c6135eef7.jpg,193,193,TomatoFresh,16,4,179,173
Tomato_Fresh4750_jpg.rf.0dc7f705ed35c3414cb0536b5162db09.jpg,193,144,TomatoFresh,32,10,175,133
Tomato_Fresh4702_jpg.rf.0dac21ccd4036f349e07d359e26d55b8.jpg,193,163,TomatoFresh,24,8,192,155
Tomato_Fresh5616_jpg.rf.0cc26f88ddf8f5b10a67157a620e4db8.jpg,149,151,TomatoFresh,9,27,144,147
Tomato_Fresh5671_jpg.rf.0f0bfcfe7357399d87356b70cac0c64d.jpg,193,173,TomatoFresh,11,17,176,154
Tomato_Fresh3740_jpg.rf.1030382a7195872288082a8237e294b3.jpg,193,202,TomatoFresh,5,20,187,195
Tomato_Fresh2669_jpg.rf.0cf02b3dee9add303b38e5770e5f59ee.jpg,193,112,TomatoFresh,19,0,179,112
Tomato_Fresh4608_jpg.rf.1027b0ede23bdcb7995a1a7d2a294e27.jpg,193,193,TomatoFresh,8,4,185,177
Tomato_Fresh3704_jpg.rf.07c7edd95c33390f5d4b258c8b63ea26.jpg,193,171,TomatoFresh,25,8,165,142
Tomato_Fresh4797_jpg.rf.1335bc09c975163022c4631933ae6676.jpg,193,259,TomatoFresh,0,50,193,240
Tomato_Fresh5743_jpg.rf.13cb3620fdba884284f4677b1e7c1d7e.jpg,193,193,TomatoFresh,4,23,185,188
Tomato_Fresh4811_jpg.rf.0b2216e4e51f39796290c67a180f0528.jpg,193,259,TomatoFresh,5,46,192,239
